Company_name	Company_ID	Big3Share	Position	Exchange	TypeEnt	Assets	MarketCap	Revenue	Country
AMERICAN INDEPENDENCE CORPORATION	US111817252	0.0	108	NASDAQ National Market	Insurance company	5.219537374675981	5.2497973927888575	5.139655587538154	US
AMERICAN INTERNATIONAL GROUP INC	US132592361	17.8	1	New York Stock Exchange (NYSE)	Insurance company	8.696306578329363	7.814660172622785	7.661907302225713	US
AMERICAN LORAIN CORP	US870430320	0.0	104	NYSE MKT	Industrial company	5.490715375222826	4.647206869085552	5.333076303179395	US
AMERICAN MIDSTREAM PARTNERS, LP	US270855785	0.0	123	New York Stock Exchange (NYSE)	Industrial company	5.950022444742065	5.579108773277961	5.373572143875743	US
AMERICAN NATIONAL BANKSHARES INC	US541284688	7.64	1	NASDAQ National Market	Bank		5.368268285168433	4.795886966000197	US
AMERICAN NATIONAL INSURANCE COMPANY	US740484030	1.93	6	NASDAQ National Market	Insurance company	7.375608075574427	6.507822016986583		US
AMERICAN PUBLIC EDUCATION, INC.	US010724376	19.85	1	NASDAQ National Market	Industrial company	5.482726412847707	5.656819509403152	5.51575598562079	US
AMERICAN RAILCAR INDUSTRIES, INC.	US431481791	6.36	4	NASDAQ National Market	Industrial company	6.183291201902619	5.881457698845634	5.949066361090611	US
AMERICAN REALTY INVESTORS INC	US752847135	0.26	7	New York Stock Exchange (NYSE)	Financial company	6.048196618236159	4.87198135384337	5.017821869717093	US
AMERICAN RIVER BANKSHARES	US680352144	0.45	19	NASDAQ National Market	Bank	4.939659003067951	4.860697274052039		US
AMERICAN SCIENCE & ENGINEERING INC	US042240991	21.78	1	NASDAQ National Market	Industrial company	5.285802514894117	5.3537085504436694	5.1029513943783025	US
AMERICAN SHARED HOSPITAL SERVICES	US942918118	0.0	112	NYSE MKT	Industrial company	4.733317662782867	4.029343187519107	4.218771755960492	US
AMERICAN SOFTWARE INC	US581098795	13.44	3	NASDAQ National Market	Industrial company	5.1279692853494625	5.401595240292475	5.012305626625257	US
AMERICAN STATES WATER COMPANY	US954676679	21.58	1	New York Stock Exchange (NYSE)	Industrial company	6.1298834773740785	6.153777985843833	5.661473822598535	US
AMERICAN SUPERCONDUCTOR CORP	US042959321	1.6	5	NASDAQ National Market	Industrial company	5.12654049728513	5.1665603530531286	4.848380041386118	US
AMERICAN TOWER CORPORATION	USMA1AD8	16.02	1	New York Stock Exchange (NYSE)	Financial company	7.429821261152848	7.653556975328936	6.678656475473752	US
AMERICAN VANGUARD CORP	US952588080	17.849999999999994	1	New York Stock Exchange (NYSE)	Industrial company	5.646932792140526	5.604504689989977	5.461473014609391	US
AMERICAN WATER WORKS COMPANY, INC.	US510063696	19.94	1	New York Stock Exchange (NYSE)	Industrial company	7.236562477042994	7.119658316196944	6.4995497633835955	US
AMERICAN WOODMARK CORP	US541138147	17.509999999999998	1	NASDAQ National Market	Industrial company	5.6008694799267875	6.1231225247672185	5.916699189874429	US
AMERIGAS PARTNERS LP	US232787918	0.0	140	New York Stock Exchange (NYSE)	Industrial company	6.617180001164204	6.6287016116755595	6.460194437687813	US
AMERIPRISE FINANCIAL INC	US131380631	18.07	1	New York Stock Exchange (NYSE)	Insurance company	8.162391135059636	7.22617137898123		US
AMERIS BANCORP	US581456434	14.820000000000002	1	NASDAQ National Market	Bank	6.747329524983649	6.047663027141706	5.384199241808798	US
AMERISAFE INC	US752069407	15.83	1	NASDAQ National Market	Insurance company	6.176683233094421	6.065793635154037	5.58718320673775	US
AMERISERV FINANCIAL, INC	US251424278	4.85	2	NASDAQ National Market	Bank	6.060290923557156	4.770550108871265	4.6943594679022125	US
AMERISOURCEBERGEN CORP	US233079390	18.27	1	New York Stock Exchange (NYSE)	Industrial company	7.443046302629185	7.203569382668559	8.13341691835621	US
AMES NATIONAL CORP	US421039071	9.1	1	NASDAQ National Market	Bank		5.370050237074868	4.57404284875949	US
AMETEK INC	US141682544	18.2	1	New York Stock Exchange (NYSE)	Industrial company	6.823503637605708	7.047820022323215	6.59926020962316	US
AMGEN INCORPORATED	US953540776	16.89	1	NASDAQ National Market	Industrial company	7.853996160863581	8.070945314113832	7.3356985715469	US
AMICUS THERAPEUTICS, INC.	US200422823	16.19	1	NASDAQ National Market	Industrial company	5.958269954179342	5.952779370438192	0.0	US
AMKOR TECHNOLOGY INC	US231722724	5.87	3	NASDAQ National Market	Industrial company	6.6044920579992255	6.178877134376994	6.4600862014019445	US
AMN HEALTHCARE SERVICES, INC.	US061500476	20.62	1	New York Stock Exchange (NYSE)	Industrial company	5.94469631221992	6.239050595886664	6.16526391791566	US
AMPCO-PITTSBURGH CORP.	US251117717	4.92	8	New York Stock Exchange (NYSE)	Industrial company	5.704285247388925	5.253381626465004	5.377453784114692	US
AMPHASTAR PHARMACEUTICALS, INC.	US330702205	8.87	3	NASDAQ National Market	Industrial company	5.591217140093467	5.849001503811217	5.400572524359314	US
AMPHENOL CORP	US222785165	17.939999999999994	1	New York Stock Exchange (NYSE)	Industrial company	6.8726457294416905	7.252997585736354	6.745753899962636	US
AMPIO PHARMACEUTICALS, INC.	US260179592	5.59	4	NYSE MKT	Financial company	4.702602841340427	5.292484237591699	3.0655797147284485	US
AMPLIFY SNACK BRANDS, INC.	US471254894	2.03	10	New York Stock Exchange (NYSE)	Industrial company	5.553801740461027	5.984144605588039	5.264619512867473	US
AMPLIPHI BIOSCIENCES CORPORATION	US911549568	0.47	12	NYSE MKT	Industrial company	4.498227823151784	4.2682736719666154	2.677606952720493	US
AMREP CORP	US590936128	0.12	27	New York Stock Exchange (NYSE)	Industrial company	5.142170386276096	4.541803820948174	4.697150848712107	US
AMSURG CORP	US621493316	19.76	1	NASDAQ National Market	Industrial company	6.812867185344477	6.612779619679731	6.4094064121135235	US
AMTECH SYSTEMS INC	US860411215	4.16	6	NASDAQ National Market	Industrial company	5.098494898225839	4.947065935430149	5.020709241847564	US
AMTRUST FINANCIAL SERVICES, INC	US043106389	6.21	8	NASDAQ National Market	Insurance company	7.233291457176839	6.660664024851172	6.832479405225803	US
AMYRIS INC	US550856151	0.69	10	NASDAQ National Market	Industrial company	5.025784963682491	5.094757535770482	4.533441574084827	US
ANACOR PHARMACEUTICALS INC	US251854385	18.11	1	NASDAQ National Market	Industrial company	5.2457667544473905	6.654994767190162	4.915695244938296	US
ANADARKO PETROLEUM CORP	US760146568	18.09	1	New York Stock Exchange (NYSE)	Industrial company	7.665871683412309	7.419993479280037	6.939419453259698	US
ANALOG DEVICES INC	US042348234	17.16	1	NASDAQ National Market	Industrial company	6.848729523460909	7.254343158748491	6.535938499427613	US
ANALOGIC CORP	US042454372	19.6	1	NASDAQ National Market	Industrial company	5.795588073348063	6.010770470103769	5.73262853707172	US
ANAVEX LIFE SCIENCES CORP.	US208365999	1.33	4	NASDAQ National Market	Industrial company	4.189518386126378	5.202136706833712	0.0	US
ANCHOR BANCORP	US180965109L	0.92	14	NASDAQ National Market	Financial company		4.774502367349352	4.2430628648048065	US
ANDERSONS INC	US341562374	18.77	1	NASDAQ National Market	Industrial company	6.37274671879127	6.012066195032889	6.623093743760082	US
ANGIE'S LIST, INC.	US272440197	12.93	3	NASDAQ National Market	Industrial company	5.239079147081721	5.710706184013823	5.536717486424927	US
ANGIODYNAMICS, INC.	US113146460	13.34	3	NASDAQ National Market	Industrial company	5.888529934324541	5.642776032097583	5.552637802268426	US
ANI PHARMACEUTICALS, INC.	US582301143	14.22	3	NASDAQ National Market	Industrial company	5.455250012483195	5.7787863034415805	4.8826554326845	US
ANIKA THERAPEUTICS INC	US043145961	16.23	1	NASDAQ National Market	Industrial company	5.372449859223139	5.831859540416611	4.968482948553935	US
ANIXTER INTERNATIONAL INC	US941658138	16.72	1	New York Stock Exchange (NYSE)	Industrial company	6.617210199408817	6.297913635807866	6.791725798088084	US
ANNALY CAPITAL MANAGEMENT INC	US223479661	17.3	1	New York Stock Exchange (NYSE)	Bank		6.9917926817955935	6.477121399484465	US
ANSYS INC	US043219960	18.94	1	NASDAQ National Market	Industrial company	6.436147533966157	6.894366801269592	5.974398383744582	US
ANTARES PHARMA INC	US411350192	7.14	6	NASDAQ National Market	Industrial company	4.927180381824613	5.153070592901473	4.659526395563377	US
ANTERO MIDSTREAM PARTNERS LP	US464109058	0.13	28	New York Stock Exchange (NYSE)	Industrial company	6.296672428442578	6.398941032081361	5.5880755295490685	US
ANTERO RESOURCES CORPORATION	US800162034	8.05	4	New York Stock Exchange (NYSE)	Industrial company	7.149696081754625	6.890587885494215	6.597131004492727	US
ANTHEM INC	US352145715	18.040000000000006	1	New York Stock Exchange (NYSE)	Insurance company	7.790410443791321	7.536153728946147	7.864198306094526	US
ANTHERA PHARMACEUTICALS, INC.	US201852016	11.06	1	NASDAQ National Market	Industrial company	4.682379766723722	5.1554757181202	3.503245771465113	US
AOXING PHARMACEUTICAL COMPANY INC.	US650636168	0.14	6	NYSE MKT	Industrial company	4.7246198911996595	4.688197278066555	4.406233511374323	US
APACHE CORP	US410747868	18.34	1	New York Stock Exchange (NYSE)	Industrial company	7.273718735810336	7.343698519060493	6.803866702505916	US
APARTMENT INVESTMENT & MANAGEMENT CO	US841259577	27.33	1	New York Stock Exchange (NYSE)	Financial company	6.786657882640349	6.826046864351203	5.991806667093422	US
APIGEE CORPORATION	US201367539	4.2200000000000015	8	NASDAQ National Market	Industrial company	5.14209837877092	5.504424644033973	4.8363747593406385	US
APOGEE ENTERPRISES INC	US410919654	20.96	1	NASDAQ National Market	Industrial company	5.817856784501502	6.121408159310793	5.991753113355231	US
APOLLO COMMERCIAL REAL ESTATE FINANCE, INC.	US270467113	10.93	2	New York Stock Exchange (NYSE)	Financial company	6.433384316491586	6.033879525455567	5.283674290247003	US
APOLLO EDUCATION GROUP, INC.	US860419443	11.97	4	NASDAQ National Market	Industrial company	6.342632867962026	5.998357436037014	6.409303700880024	US
APOLLO RESIDENTIAL MORTGAGE, INC.	US450679215	8.67	3	New York Stock Exchange (NYSE)	Financial company	6.563833480338083	5.63179572959333	4.674383429621003	US
APPFOLIO, INC.	US260359894	1.37	12	NASDAQ National Market	Industrial company	4.956562191600911	5.1732358159629195	4.874933851655706	US
APPLE INC.	US942404110	15.59	1	NASDAQ National Market	Industrial company	8.463114742304818	8.740093810367972	8.368686588483115	US
APPLIANCE RECYCLING CENTERS OF AMERICA INC	US411454591	0.43	10	NASDAQ National Market	Industrial company	4.670681784654704	3.871339381099861	5.0485971584016065	US
APPLIED DNA SCIENCES, INC.	US592262718	2.93	6	NASDAQ National Market	Industrial company	4.191870015444723	4.840965047132446	3.954724790979063	US
APPLIED GENETIC TECHNOLOGIES CORPORATION	US593553710	6.1000000000000005	11	NASDAQ National Market	Industrial company	4.9550861509904	5.474200232776008	3.371990911464915	US
APPLIED INDUSTRIAL TECHNOLOGIES INC	US340117420	19.49	1	New York Stock Exchange (NYSE)	Industrial company	6.1561119111231815	6.2462202871352215	6.439579303065589	US
APPLIED MATERIALS INC	US941655526	16.73	1	NASDAQ National Market	Industrial company	7.184918481922887	7.425186499025738	6.9849322110300855	US
APPLIED MICRO CIRCUITS CORP	US942586591	13.78	1	NASDAQ National Market	Industrial company	5.201025493351591	5.745493262283789	5.217515528118644	US
APPLIED OPTOELECTRONICS, INC.	US760533927	9.76	2	NASDAQ National Market	Industrial company	5.436919219060997	5.240182189251112	5.27853411249706	US
APPROACH RESOURCES INC.	US510424817	1.91	12	NASDAQ National Market	Industrial company	6.070032322387491	5.051457386654875	5.1183870919095025	US
APRICUS BIOSCIENCES, INC.	US870449967	2.68	3	NASDAQ National Market	Industrial company	3.8952014747788932	4.3931187349197875	3.6848453616444123	US
APTARGROUP INC	US363853103	20.34	1	New York Stock Exchange (NYSE)	Industrial company	6.386863726705292	6.687692927702216	6.364954148621091	US
AQUA AMERICA, INC.	US231702594	20.8	1	New York Stock Exchange (NYSE)	Industrial company	6.757234580943685	6.758110735543244	5.910733765036432	US
AQUA METALS, INC.	US471169572	0.16	10	NASDAQ National Market	Industrial company	4.674649910242433	5.2148306071604305	0.0	US
AQUINOX PHARMACEUTICALS, INC.	US980542593	5.3	9	NASDAQ National Market	Industrial company	5.054398535173962	5.119496730518713	0.0	US
ARADIGM CORP	US943133088	0.0	118	NASDAQ National Market	Industrial company	4.5517792537767985	4.8179155724275455	4.3697722885969625	US
ARAMARK	US208236097	12.010000000000002	1	New York Stock Exchange (NYSE)	Industrial company	7.008445075394232	6.907607823833799	7.156220004651027	US
ARATANA THERAPEUTICS, INC.	US383826477	7.1	3	NASDAQ National Market	Industrial company	5.167515233395702	5.382776843405301	2.8318697742805017	US
ARBOR REALTY TRUST INC	US200057959	5.4	6	New York Stock Exchange (NYSE)	Industrial company	6.261831956973258	5.5496566656146635	5.1540921147606795	US
ARC DOCUMENT SOLUTIONS, INC.	US201700361	14.6	1	New York Stock Exchange (NYSE)	Industrial company	5.676271910733325	5.301001765605171	5.632119038448915	US
ARC GROUP WORLDWIDE, INC.	US870454148	0.95	4	NASDAQ National Market	Industrial company	5.100453259998663	4.643274974211101	5.051175684202108	US
ARC LOGISTICS PARTNERS LP	US364767846	0.0	121	New York Stock Exchange (NYSE)	Industrial company	5.8119253830352955	5.1978289393919415	4.91270020819086	US
ARCA BIOPHARMA INC	US363855489	0.0	121	NASDAQ National Market	Industrial company	4.5974209235343935	4.4824876901434685	0.0	US
ARCADIA BIOSCIENCES, INC.	US810571538	0.68	8	NASDAQ National Market	Industrial company	4.870655512471608	4.827789146530529	3.733598460961339	US
ARCBEST CORPORATION	US710673405	18.92	1	NASDAQ National Market	Industrial company	6.1013724021023865	5.644311532361833	6.426007708453002	US
ARCHER-DANIELS-MIDLAND COMPANY	US410129150	17.65	1	New York Stock Exchange (NYSE)	Industrial company	7.603761271423201	7.40485382364702	7.830601504880355	US
ARCHROCK PARTNERS, L.P.	US223935108	0.0	129	NASDAQ National Market	Industrial company	6.299867572241904	5.928245769389256	5.8174390951216735	US
ARCHROCK, INC.	US743204509	20.96	1	New York Stock Exchange (NYSE)	Industrial company	6.4324503917270075	5.708470191035968	5.999177971661739	US
ARCTIC CAT INC	US411443470	16.060000000000002	1	NASDAQ National Market	Industrial company	5.50084959945364	5.315069351917424	5.844326171586639	US
ARDELYX, INC.	US261303944	4.920000000000001	7	NASDAQ National Market	Industrial company	5.06798908548543	5.4863993048853645	4.380699548382717	US
ARENA PHARMACEUTICALS INC	US232908305	17.06	1	NASDAQ National Market	Industrial company	5.409583180990243	5.62872499501264	4.583504826704517	US
ARES CAPITAL MANAGEMENT LLC	US331089684	1.08	12	NASDAQ National Market	Bank		6.66976080573375	5.875061842450624	US
ARES COMMERCIAL REAL ESTATE CORPORATION	US453148087	6.11	5	New York Stock Exchange (NYSE)	Financial company	6.139558912258735	5.53115818712603	5.08547253697249	US
ARGOS THERAPEUTICS, INC.	US562110007	0.78	15	NASDAQ National Market	Industrial company	4.493207021776733	5.188413771815001	2.7151673578484576	US
ARI NETWORK SERVICES INC	US391388360	0.0	119	NASDAQ National Market	Industrial company	4.695805525388794	4.840200223232599	4.606854101716674	US
ARIAD PHARMACEUTICALS INC	US223106987	17.06	1	NASDAQ National Market	Industrial company	5.737743513107149	6.195902695226154	5.074834718647825	US
ARISTA NETWORKS, INC.	US201751121	6.5	7	New York Stock Exchange (NYSE)	Industrial company	6.064417178603866	6.698999101091576	5.923032520661656	US
ARK RESTAURANTS CORP	US133156768	2.33	6	NASDAQ National Market	Industrial company	4.823265509001966	4.835690571492425	5.163948118963084	US
ARLINGTON ASSET INVESTMENT CORP	US320045263	10.36	1	New York Stock Exchange (NYSE)	Financial company	6.623746066540919	5.477048866273474	3.3453737305590883	US
ARMADA HOFFLER PROPERTIES, INC.	US461214914	11.21	1	New York Stock Exchange (NYSE)	Financial company	5.838564503158071	5.582756316679422	5.402159891886281	US
ARMCO METALS HOLDINGS INC	US260491904	0.0	105	NYSE MKT	Industrial company		3.0253058652647704	5.051156382825619	US
ARMSTRONG FLOORING, INC.	US474303305	0.0	101	New York Stock Exchange (NYSE)	Industrial company	5.936212547324917	5.678924259211495	6.075072628058436	US
ARMSTRONG WORLD INDUSTRIES, INC.	US230366390	5.69	6	New York Stock Exchange (NYSE)	Industrial company	6.429300152449565	6.36114605838437	6.383815545440924	US
AROTECH CORPORATION	US954302784	2.84	6	NASDAQ National Market	Industrial company	5.07001568930202	4.853947524988026	4.984864716816858	US
ARQULE INC	US043221586	7.729999999999999	4	NASDAQ National Market	Industrial company	4.602114274745557	5.082095694556764	4.050766311233042	US
ARRAY BIOPHARMA INC	US841460811	15.419999999999998	1	NASDAQ National Market	Industrial company	5.297121179340674	5.712972777321414	4.715251028878849	US
ARRHYTHMIA RESEARCH TECHNOLOGY INC	US720925679	0.5	11	NYSE MKT	Industrial company	4.126553477961279	4.090222771686575	4.332357653425112	US
ARROW ELECTRONICS INC	US111806155	18.78	1	New York Stock Exchange (NYSE)	Industrial company	7.114675389797651	6.768925957128007	7.3670206766244135	US
ARROW FINANCIAL CORP	US222448962	11.58	1	NASDAQ National Market	Bank		5.576944565862559	5.051156382825619	US
ARROWHEAD PHARMACEUTICALS, INC.	US460408024	12.25	1	NASDAQ National Market	Industrial company	5.121458070139894	5.547983805359076	2.583198773968623	US
ARTESIAN RESOURCES CORP	US510002090	8.17	4	NASDAQ National Market	Industrial company	5.635108603722299	5.370993933514744	4.886631706988978	US
ARTHUR J. GALLAGHER & CO.	US362151613	19.54	1	New York Stock Exchange (NYSE)	Industrial company	7.037844693442585	6.931336770063899	6.731782180562087	US
ARTS WAY MANUFACTURING CO INC	US420920725	0.4	7	NASDAQ National Market	Industrial company	4.496001978701398	4.1027766148834415	4.44617976779828	US
ASB BANCORP, INC.	US452463413	2.74	7	NASDAQ National Market	Bank	4.9530392961591305	5.001023727453482		US
ASBURY AUTOMOTIVE GROUP, INC.	US010609375	19.46	1	New York Stock Exchange (NYSE)	Industrial company	6.362840657652237	6.09429499927199	6.8187734325822404	US
